stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
5902,,HIPICA EDGAR PIRES DE CASTRO,,-30.156342,-51.164974
321,,HIPICA EDGAR PIRES DE CASTRO,,-30.156405,-51.164801
5757,,CRISTAL DIARIO DE NOTICIAS,,-30.085547,-51.247463
5755,,CRISTAL DIARIO DE NOTICIAS,,-30.086048,-51.24759
6425,,CAVALHADA PAULO PONTES,,-30.106106,-51.226416
2125,,SANTANA SAO MANOEL,,-30.045917,-51.203582
6424,,CAVALHADA PAULO PONTES,,-30.103909,-51.226984
6609,,MARIO QUINTANA IRMA TERESILDA STEFFEN,,-30.025921,-51.117649
4743,,RUBEM BERTA WOLFRAM METZLER,,-30.024081,-51.102789
1086,,CAMPO NOVO OZORIO JOSE MARTINS,,-30.131097,-51.203139
3943,,JARDIM FLORESTA SERTORIO,,-29.998533,-51.158832
921,,CAMAQUA OTTO NIEMEYER,,-30.102259,-51.231633
824,,CAMAQUA OTTO NIEMEYER,,-30.103111,-51.23411
808,,CAMAQUA OTTO NIEMEYER,,-30.104056,-51.236902
6162,,PARTENON FREI GERMANO,,-30.061101,-51.167505
313,,RESTINGA JOAO ANTONIO SILVEIRA,,-30.165285,-51.154152
4718,,JARDIM LEOPOLDINA SARGENTO SILVIO DELMAR HOLLENBACH,,-30.021968,-51.109871
280,,HIPICA EDGAR PIRES DE CASTRO,,-30.155642,-51.18195
2629,,CEL APARICIO BORGES TEN ARY TARRAGO PARTENON,,-30.071292,-51.179759
6625,,BOA VISTA DO SUL EDGAR PIRES DE CASTRO,,-30.214808,-51.10664
287,,HIPICA EDGAR PIRES DE CASTRO,,-30.155195,-51.176351
815,,CAMAQUA DR BARCELOS,,-30.101646,-51.237733
812,,CAMAQUA DR BARCELOS,,-30.102141,-51.239192
6176,,VILA NOVA ATILIO SUPERTTI,,-30.120974,-51.212479
3254,,JARDIM SABARA DR OTAVIO SANTOS,,-30.037903,-51.144477
3253,,JARDIM SABARA DR OTAVIO SANTOS,,-30.039195,-51.145023
4220,,SARANDI TOLEDO PIZA,,-29.986404,-51.133333
1028,,NONOAI ORFANOTROFIO,,-30.084188,-51.224538
6624,,VILA ASSUNÇÃO GUAIBA,,-30.155633,-51.225352
26,,VL ASSUNCAO GUAIBA,,-30.156385,-51.225757
6622,,JARDIM ITU NITHEROY TAVEIRA RIBEIRO,,-30.028675,-51.133065
5664,,PASSO DAS PEDRAS TEN ARY TARRAGO,,-30.029433,-51.13266
6623,,JARDIM ITU NITHEROY TAVEIRA RIBEIRO,,-30.028593,-51.133087
2542,,LOMBA DO PINHEIRO SAO FRANCISCO,,-30.100937,-51.142005
6119,,CAMPO NOVO CRISTIANO KRAEMER,,-30.132919,-51.196903
2582,,LOMBA DO PINHEIRO SANTO DIAS DA SILVA,,-30.094699,-51.131449
2205,,RIO BRANCO MOSTARDEIRO,,-30.028812,-51.20617
1285,,CASCATA ENG LUDOLFO BOEHL,,-30.083323,-51.197753
6598,,JARDIM LINDOIA BOGOTA,,-30.007018,-51.148653
157,,LAGEADO LAMI,,-30.213135,-51.152893
560,,TRISTEZA DR BARCELOS,,-30.106038,-51.250339
561,,TRISTEZA DR BARCELOS,,-30.105961,-51.250346
1108,,VILA NOVA ATILIO SUPERTTI,,-30.118723,-51.212914
2462,,CASCATA PROF OSCAR PEREIRA,,-30.094295,-51.178195
3302,,MORRO SANTANA TEN ARY TARRAGO,,-30.032923,-51.134962
5232,,RESTINGA BARRO VERMELHO,,-30.163419,-51.14013
1262,,VILA NOVA BELEM VELHO,,-30.109974,-51.197143
6618,,RUBEM BERTA ADELINO FERREIRA JARDIM,,-30.021183,-51.105528
6620,,BOM FIM VENANCIO AIRES,,-30.037104,-51.209345
5568,,ZONA INDEFINIDA ASSIS BRASIL,,-29.975046,-51.11468
6619,,VILA NOVA TRES MENINAS,,-30.122081,-51.194487
1322,,SANTA TEREZA CAPIVARI,,-30.080266,-51.243767
876,,SANTA TEREZA CAPIVARI,,-30.082286,-51.240639
2588,,LOMBA DO PINHEIRO JOAO DE OLIVEIRA REMIAO,,-30.092527,-51.130437
2595,,LOMBA DO PINHEIRO JOAO DE OLIVEIRA REMIAO,,-30.093084,-51.12995
1283,,TERESOPOLIS PROF CARVALHO FREITAS,,-30.082092,-51.198235
1110,,VILA NOVA JOAO SALOMONI,,-30.11513,-51.213959
5530,,CENTRO LOUREIRO DA SILVA,,-30.034924,-51.222386
6542,,PASSO DA AREIA MARECHAL JOSE INACIO DA SILVA,,-30.012013,-51.178689
1383,,SANTA TEREZA CORREA LIMA,,-30.069481,-51.224651
1410,,SANTA TEREZA CORREA LIMA,,-30.067961,-51.224206
1720,,MEDIANEIRA SILVA PAES,,-30.071388,-51.209626
1726,,MEDIANEIRA VIAMAO,,-30.069482,-51.210229
6617,,HUMAITÁ IRMAO FELIX ROBERTO (ROBERTAO),,-29.986815,-51.187992
770,,CAMAQUA OTTO NIEMEYER,,-30.105401,-51.240842
803,,CAMAQUA OTTO NIEMEYER,,-30.105349,-51.240923
3245,,JARDIM SABARA DR OTAVIO SANTOS,,-30.041441,-51.145211
3246,,JARDIM SABARA DR OTAVIO SANTOS,,-30.041427,-51.145129
5231,,RESTINGA BARRO VERMELHO,,-30.163078,-51.145364
5200,,ZONA INDEFINIDA BERNARDINO SILVEIRA PASTORIZA,,-29.990897,-51.101044
772,,CRISTAL CEL CLAUDINO,,-30.098511,-51.242522
2151,,SANTA CECILIA DONA EUGENIA,,-30.040667,-51.204699
1794,,AZENHA PROF OSCAR PEREIRA,,-30.051727,-51.212531
1651,,CENTRO PROF ANNES DIAS,,-30.030211,-51.222654
3880,,CRISTO REDENTOR DOMINGOS MARTINS,,-30.006524,-51.161597
1655,,CENTRO SARMENTO LEITE,,-30.029767,-51.219368
6356,,MONT SERRAT FURRIEL LUIZ ANTONIO DE VARGAS,,-30.026809,-51.180395
6616,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.038667,-51.159439
6615,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.037382,-51.16017
3020,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.0365,-51.16061
3019,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.035588,-51.162015
3012,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.034942,-51.162926
3013,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.034222,-51.164478
3015,,CHACARA DAS PEDRAS LIMA DUARTE,,-30.034758,-51.163807
3018,,CHACARA DAS PEDRAS JOSE GERTUM,,-30.038082,-51.159686
1414,,SANTA TEREZA FRANCISCO MASSENA VIEIRA,,-30.072892,-51.219269
2254,,BELA VISTA CASEMIRO DE ABREU,,-30.033253,-51.194193
3651,,NAVEGANTES DONA MARGARIDA,,-29.999106,-51.196388
2605,,LOMBA DO PINHEIRO JOAO DE OLIVEIRA REMIAO,,-30.098047,-51.126093
3153,,PARTENON IPIRANGA,,-30.063541,-51.150786
1094,,VILA NOVA ROMEU SAMARANI FERREIRA,,-30.127351,-51.209115
1121,,VILA NOVA RODRIGUES DA FONSECA,,-30.116109,-51.209714
1125,,VILA NOVA VENTOS DO SUL,,-30.126923,-51.207457
858,,CAVALHADA CEL TIMOTEO,,-30.097032,-51.236906
3140,,VILA IPIRANGA FORTE,,-30.020216,-51.151811
5572,,LOMBA DO PINHEIRO SANTO DIAS DA SILVA,,-30.093926,-51.13093
5466,,PARTENON BENTO GONCALVES,,-30.060964,-51.19026
5742,,CASCATA BARCELLOS,,-30.091195,-51.17818
1111,,VILA NOVA JOAO SALOMONI,,-30.115208,-51.213449
1140,,CAMPO NOVO CRISTIANO KRAEMER,,-30.117728,-51.206618
867,,CRISTAL DR CAMPOS VELHO,,-30.092339,-51.236532
2212,,RIO BRANCO GOETHE,,-30.029094,-51.200801
1806,,SANTO ANTONIO PROF OSCAR PEREIRA,,-30.062563,-51.206144
1761,,MEDIANEIRA PROF OSCAR PEREIRA,,-30.066228,-51.205756
1711,,MEDIANEIRA DR CARLOS BARBOSA,,-30.067712,-51.212862
1324,,CRISTAL CAPIVARI,,-30.081046,-51.242561
881,,CRISTAL CAPIVARI,,-30.083531,-51.237736
1336,,CRISTAL JACUI,,-30.079902,-51.236167
887,,CRISTAL CAPIVARI,,-30.083558,-51.235677
6614,,CRISTAL JACUI,,-30.078555,-51.238641
1331,,SANTA TERESA JACUI,,-30.077999,-51.239381
5773,,BELEM VELHO LUIZ OTAVIO,,-30.119032,-51.160574
2429,,BELEM VELHO LUIZ OTAVIO,,-30.120049,-51.158813
1333,,SANTA TERESA JACUI,,-30.079188,-51.23749
2102,,FARROUPILHA OSVALDO ARANHA,,-30.034387,-51.213554
3009,, DR ERNESTO LUDWIG,,-30.038507,-51.163707
6057,,SAO GERALDO POLONIA,,-30.007117,-51.208177
6056,,SAO GERALDO POLONIA,,-30.007011,-51.20852
4667,,RUBEM BERTA MARTIM FELIX BERTA,,-30.03064,-51.111027
2463,,BELEM VELHO PROF OSCAR PEREIRA,,-30.097844,-51.176183
266,,HIPICA JUCA BATISTA,,-30.162687,-51.183282
343,,LAMI LAMI,,-30.211431,-51.137396
344,,LAMI LAMI,,-30.211392,-51.137199
342,,LAMI LAMI,,-30.211027,-51.138543
3279,,JARDIM CARVALHO SOUZA COSTA,,-30.045063,-51.136108
5850,,JARDIM CARVALHO ABRAM GOLDSZTEIN,,-30.044418,-51.13664
5848,,JARDIM CARVALHO RODOLPHO ENGLERT,,-30.045144,-51.140946
4742,,ZONA INDEFINIDA BALTAZAR DE OLIVEIRA GARCIA,,-30.01634,-51.107672
5849,,JARDIM CARVALHO ABRAM GOLDSZTEIN,,-30.046226,-51.139016
5925,,SANTA TERESA JACUI,,-30.077384,-51.241627
1399,,SANTA TEREZA GIBRAN KHALIL GIBRAN,,-30.077383,-51.220043
1384,,SANTA TEREZA GIBRAN KHALIL GIBRAN,,-30.077919,-51.22195
6613,,SANTA TEREZA GIBRAN KHALIL GIBRAN,,-30.076353,-51.218625
1389,,STA TEREZA JORACY CAMARGO,,-30.07706,-51.22237
1402,,STA TEREZA JORACY CAMARGO,,-30.076212,-51.220473
1289,,GLORIA PROF OSCAR PEREIRA,,-30.083001,-51.196316
873,,CRISTAL BUTUI,,-30.086499,-51.238484
62,, SERRARIA,,-30.150301,-51.21775
6441,, DONA AUGUSTA,,-30.061436,-51.226382
2248,, CASEMIRO DE ABREU,,-30.033168,-51.196527
6588,,PETROPOLIS BAGE,,-30.035651,-51.178807
61,, SERRARIA,,-30.150683,-51.217928
63,, SERRARIA,,-30.149501,-51.217092
458,,RESTINGA JOAO ANTONIO SILVEIRA,,-30.155043,-51.139989
4481,,PITINGA JOAO ANTONIO SILVEIRA,,-30.138774,-51.101859
4480,,PITINGA JOAO ANTONIO SILVEIRA,,-30.139302,-51.102239
6612,,SANTA ROSA LIMA MAIAS,,-29.994241,-51.094807
1620,,CIDADE BAIXA JOSE DO PATROCINIO,,-30.039482,-51.223533
1148,,CAMPO NOVO CRISTIANO KRAEMER,,-30.120225,-51.202654
3014,,CHACARA DAS PEDRAS TEIXEIRA MENDES,,-30.033272,-51.164991
3582,,NAVEGANTES SERTORIO,,-29.999665,-51.200599
5748,,NAVEGANTES ,,-29.998903,-51.203074
3844,,PASSO DA AREIA JOAO WALLIG,,-30.014196,-51.164773
4519,,LOMBA DO PINHEIRO SAO PEDRO-LOMBA DO PINHEIRO,,-30.114648,-51.102936
4601,,LOMBA DO PINHEIRO SAO PEDRO-LOMBA DO PINHEIRO,,-30.114575,-51.103034
4516,,LOMBA DO PINHEIROA SAO PEDRO-LOMBA DO PINHEIRO,,-30.114647,-51.105744
4511,,LOMBA DO PINHEIRO SAO PEDRO-LOMBA DO PINHEIRO,,-30.114751,-51.10602
4509,,LOMBA DO PINHEIRO SAO PEDRO-LOMBA DO PINHEIRO,,-30.115088,-51.108506
5630,,SAO JOSE MARTINS DE LIMA,,-30.070539,-51.168049
4510,,LOMBA DO PINHEIRO SAO PEDRO-LOMBA DO PINHEIRO,,-30.115106,-51.108174
5629,,SAO JOSE MARTINS DE LIMA,,-30.071005,-51.168052
6611,,CRISTAL TAQUARY,,-30.075556,-51.241652
6610,,CRISTAL TAQUARY,,-30.075331,-51.241716
1141,,VILA NOVA RODRIGUES DA FONSECA,,-30.117425,-51.206425
2005,,PARTENON IPIRANGA,,-30.053035,-51.193534
2006,,JD BOTANICO IPIRANGA,,-30.052491,-51.193231
6037,,JARDIM BOTANICO IPIRANGA,,-30.051113,-51.194217
2003,,PARTENON IPIRANGA,,-30.050964,-51.195018
2237,,PETROPOLIS IPIRANGA,,-30.049185,-51.195567
2233,,PARTENON IPIRANGA,,-30.048878,-51.196486
5179,,PETROPOLIS IPIRANGA,,-30.047027,-51.197061
2236,,SANTA CECILIA IPIRANGA,,-30.044638,-51.19873
5826,,LOMBA DO PINHEIRO JOAO DE OLIVEIRA REMIAO,,-30.128502,-51.098723
2145,,SANTANA IPIRANGA,,-30.043651,-51.200652
2146,,SANTA CECILIA IPIRANGA,,-30.043214,-51.200273
2143,,SANTANA IPIRANGA,,-30.043546,-51.203157
2144,,SANTA CECILIA IPIRANGA,,-30.043012,-51.203357
2130,,SANTA CECILIA IPIRANGA,,-30.043412,-51.206469
2127,,SANTANA IPIRANGA,,-30.044383,-51.207038
2126,,SANTA CECILIA IPIRANGA,,-30.044369,-51.208097
2231,,SANTANA IPIRANGA,,-30.045351,-51.198941
2085,,SANTANA IPIRANGA,,-30.046064,-51.209901
2078,,AZENHA IPIRANGA,,-30.047414,-51.212159
2081,,AZENHA IPIRANGA,,-30.046086,-51.211036
3386,,MORRO SANTANA PROTASIO ALVES,,-30.04087,-51.130499
2252,,RIO BRANCO NEUSA GOULART BRIZOLA,,-30.039336,-51.196673
6164,,BELA VISTA ARTUR ROCHA,,-30.031989,-51.188283
6561,,RUBEM BERTA IRMA TERESILDA STEFFEN,,-30.025809,-51.11814
6279,,HIPICA EDGAR PIRES DE CASTRO,,-30.155684,-51.174257
6608,,PARTENON ALCINDO GUANABARA,,-30.065288,-51.188697
622,,IPANEMA CEL MARCOS,,-30.131947,-51.234241
2067,,AZENHA IPIRANGA,,-30.047871,-51.214194
2066,,AZENHA IPIRANGA,,-30.047417,-51.214961
1606,,AZENHA IPIRANGA,,-30.048228,-51.216988
1607,,AZENHA IPIRANGA,,-30.04765,-51.21677
6607,,MENINO DEUS IPIRANGA,,-30.04789,-51.218658
1592,,MENINO DEUS IPIRANGA,,-30.048604,-51.220674
1593,,MENINO DEUS IPIRANGA,,-30.048037,-51.221099
1589,,MENINO DEUS IPIRANGA,,-30.047849,-51.22343
1548,,MENINO DEUS IPIRANGA,,-30.048302,-51.224623
1590,,MENINO DEUS IPIRANGA,,-30.048506,-51.222107
5025,,MENINO DEUS IPIRANGA,,-30.047553,-51.227157
1544,,MENINO DEUS IPIRANGA,,-30.048109,-51.227041
1543,,MENINO DEUS IPIRANGA,,-30.047977,-51.228663
5628,,SAO JOSE MARTINS DE LIMA,,-30.06891,-51.168439
5517,,SAO JOSE MARTINS DE LIMA,,-30.067273,-51.168736
5520,,SAO JOSE MARTINS DE LIMA,,-30.068855,-51.168366
4906,,PARQUE SANTA FE JOAO FERREIRA JARDIM,,-30.012106,-51.099236
43,,GUARUJA SERRARIA,,-30.163067,-51.218204
3588,,NAVEGANTES FREDERICO MENTZ,,-29.990313,-51.200242
3665,,NAVEGANTES FREDERICO MENTZ,,-29.98927,-51.199874
5851,,JARDIM CARVALHO SOUZA COSTA,,-30.044698,-51.136201
2611,,AGRONOMIA DOLORES DURAN,,-30.082519,-51.122424
844,,CRISTAL ICARAI,,-30.090691,-51.241848
842,,CRISTAL ICARAI,,-30.090673,-51.241929
847,,CRISTAL DIARIO DE NOTICIAS,,-30.083189,-51.246945
848,,CRISTAL DIARIO DE NOTICIAS,,-30.083711,-51.246994
4088,,SAO SEBASTIAO ASSIS CHATEAUBRIAND,,-29.999083,-51.14614
1911,,PARTENON PAULINO AZURENHA,,-30.069269,-51.196895
3503,,PASSO DAS PEDRAS LEOPOLDINO J SANTOS,,-30.017379,-51.122397
3492,,PASSO DAS PEDRAS LEOPOLDINO J SANTOS,,-30.017443,-51.122028
6606,,MARIO QUINTANA IRMAO FAUSTINO JOAO,,-30.025184,-51.092017
6605,,MARIO QUINTANA MIL NOVECENTOS VINTE DOIS,,-30.026117,-51.091171
6604,,RUBEM BERTA ARROIO FEIJO,,-30.026099,-51.089904
6603,,RUBEM BERTA ANTONIO SEVERINO,,-30.024086,-51.090668
511,,VILA ASSUNCAO GUAIBA,,-30.09916,-51.264229
521,,TRISTEZA WENCESLAU ESCOBAR,,-30.113362,-51.25505
2113,,FARROUPILHA OSVALDO ARANHA,,-30.036269,-51.209913
2103,,FARROUPILHA OSVALDO ARANHA,,-30.034509,-51.213319
2111,,BOM FIM OSVALDO ARANHA,,-30.035862,-51.210543
2101,,BOM FIM OSVALDO ARANHA,,-30.034003,-51.214125
1634,,FARROUPILHA OSVALDO ARANHA,,-30.033085,-51.216905
1633,,BOM FIM OSVALDO ARANHA,,-30.032867,-51.217564
6602,,JARDIM CARVALHO EUCLIDES TRICHES,,-30.044639,-51.137728
6544,,SARANDI GABRIEL FRANCO DA LUZ,,-29.98196,-51.123413
6601,,MARIO QUINTANA FUMACA,,-30.032429,-51.106213
5671,,RUBEM BERTA ADELINO FERREIRA JARDIM,,-30.02046,-51.101517
757,,TRISTEZA DR CASTRO DE MENEZES,,-30.1049,-51.247949
762,,TRISTEZA DR CASTRO DE MENEZES,,-30.10146,-51.249009
6599,,VILA NOVA CAVALHADA,,-30.118795,-51.22419
6600,,TRISTEZA DR CASTRO DE MENEZES,,-30.104545,-51.247979
725,,CAVALHADA CAVALHADA,,-30.118425,-51.224331
721,,CAVALHADA CAVALHADA,,-30.117997,-51.224315
997,, NONOAI,,-30.094809,-51.225019
5057,,TRES FIGUEIRAS CARLOS GOMES,,-30.033117,-51.178791
865,,CAVALHADA CEL MASSOT,,-30.097913,-51.235314
6543,,SARANDI GABRIEL FRANCO DA LUZ,,-29.981995,-51.123493
6597,,JARDIM LINDOIA BOGOTA,,-30.009489,-51.148922
6596,,JARDIM LINDOIA MONTREAL,,-30.005919,-51.150019
6594,,JARDIM LINDOIA PANAMERICANA,,-30.007056,-51.151178
3061,,CHACARA DAS PEDRAS JOAO WALLIG,,-30.029149,-51.164183
6595,,JARDIM LINDOIA PANAMERICANA,,-30.008913,-51.151072
1103,,VILA NOVA ATILIO SUPERTTI,,-30.121409,-51.212446
1113,,VILA NOVA ATILIO SUPERTTI,,-30.122249,-51.212133
1112,,VILA NOVA ATILIO SUPERTTI,,-30.122964,-51.212023
1098,,VILA NOVA ATILIO SUPERTTI,,-30.123586,-51.211795
5789,,VILA NOVA DEROCY GIACOMO DA SILVA,,-30.126023,-51.211386
1095,,VILA NOVA DEROCY GIACOMO DA SILVA,,-30.125723,-51.211363
5788,,VILA NOVA ROMEU SAMARANI FERREIRA,,-30.127422,-51.209093
1099,,VILA NOVA VENTOS DO SUL,,-30.125122,-51.20818
1126,,VILA NOVA VENTOS DO SUL,,-30.125338,-51.208002
6593,,IPANEMA JOSE ARISTIDES MARTINS,,-30.145254,-51.211893
1059,,IPANEMA DR PITREZ,,-30.145684,-51.211458
3062,,CHACARA DAS PEDRAS JOAO WALLIG,,-30.02945,-51.164647
5855,,RESTINGA BARRO VERMELHO,,-30.163387,-51.141475
5766,,JARDIM LEOPOLDINA SAMPAULO,,-30.020762,-51.116692
2027,,PARTENON DR SALVADOR FRANCA,,-30.063203,-51.18541
2021,,PARTENON CEL APARICIO BORGES,,-30.063492,-51.185512
6419,,JARDIM LEOPOLDINA SAMPAULO,,-30.020697,-51.116603
3265,,JARDIM CARVALHO PROTASIO ALVES,,-30.043944,-51.142012
3277,,MORRO SANTANA PROTASIO ALVES,,-30.043102,-51.138069
3284,,MORRO SANTANA PROTASIO ALVES,,-30.042427,-51.135072
3420,,MORRO SANTANA PROTASIO ALVES,,-30.039365,-51.124462
2221,,FLORESTA CRISTOVAO COLOMBO,,-30.018276,-51.20412
2220,,FLORESTA CRISTOVAO COLOMBO,,-30.019018,-51.205989
514,,VILA ASSUNCAO COPACABANA,,-30.105696,-51.26033
6526,,CHACARA DAS PEDRAS DR NILO PECANHA,,-30.027966,-51.162224
5492,,BOA VISTA DR NILO PECANHA,,-30.028089,-51.166375
2955,,BOA VISTA DR NILO PECANHA,,-30.027541,-51.172313
2954,,TRES FIGUEIRAS DR NILO PECANHA,,-30.02759,-51.172438
2924,,TRES FIGUEIRAS DR NILO PECANHA,,-30.028692,-51.178061
2926,,TRES FIGUEIRAS DR NILO PECANHA,,-30.02815,-51.176176
2923,,TRES FIGUEIRAS DR NILO PECANHA,,-30.028728,-51.17845
2927,,TRES FIGUEIRAS DR NILO PECANHA,,-30.028039,-51.176049
4107,,SARANDI SERTORIO,,-29.998417,-51.135905
4097,,SARANDI SERTORIO,,-29.997779,-51.14155
6228,,VILA IPIRANGA INDIANA,,-30.021822,-51.15529
2864,,PETROPOLIS PALMEIRA,,-30.038405,-51.178887
6592,,PETROPOLIS JOAO CAETANO,,-30.037253,-51.177347
6591,,PETROPOLIS LAGEADO,,-30.039946,-51.186114
6590,,PETROPOLIS LAGEADO,,-30.03941,-51.184291
6589,,PETROPOLIS BAGE,,-30.037495,-51.180004
4017,,VILA IPIRANGA GOMES DE FREITAS,,-30.012279,-51.143245
5056,,PETROPOLIS CARLOS GOMES,,-30.033182,-51.178806
674,,IPANEMA JUCA BATISTA,,-30.141458,-51.219053
1062,,IPANEMA JUCA BATISTA,,-30.146497,-51.21024
676,,IPANEMA JUCA BATISTA,,-30.140378,-51.219774
143,,HIPICA JUCA BATISTA,,-30.15823,-51.194094
288,,HIPICA EDGAR PIRES DE CASTRO,,-30.155255,-51.176516
5099,,HIPICA JUCA BATISTA,,-30.158496,-51.191949
3158,,JARDIM CARVALHO ANTONIO CARVALHO,,-30.060986,-51.148738
692,,IPANEMA EDUARDO PRADO,,-30.137633,-51.220028
694,,IPANEMA EDUARDO PRADO,,-30.135826,-51.219127
695,,IPANEMA EDUARDO PRADO,,-30.13601,-51.219303
6245,,IPANEMA EDUARDO PRADO,,-30.133521,-51.21832
697,,IPANEMA EDUARDO PRADO,,-30.132995,-51.21814
696,,IPANEMA EDUARDO PRADO,,-30.132217,-51.218082
717,,CAVALHADA EDUARDO PRADO,,-30.127421,-51.219559
711,,VILA NOVA EDUARDO PRADO,,-30.125635,-51.219951
5441,,VILA NOVA EDUARDO PRADO,,-30.126412,-51.220047
693,,IPANEMA EDUARDO PRADO,,-30.137697,-51.219967
4093,,SAO SEBASTIAO SERTORIO,,-29.997745,-51.143873
722,,VILA NOVA EDUARDO PRADO,,-30.12073,-51.223346
930,,CAVALHADA CAVALHADA,,-30.099189,-51.231457
2350,,AUXILIADORA SILVA JARDIM,,-30.023243,-51.1904
3250,,VILA JARDIM FRANCISCO DE AQUINO,,-30.034664,-51.149597
6263,,VILA JARDIM FRANCISCO DE AQUINO,,-30.034231,-51.150872
6265,,VILA JARDIM FRANCISCO DE AQUINO,,-30.034509,-51.149334
6264,,VILA JARDIM FRANCISCO DE AQUINO,,-30.034462,-51.150658
3897,,CRISTO REDENTOR DOM DIOGO DE SOUZA,,-30.014854,-51.154603
6587,,CRISTO REDENTOR ANTONIO JOAQUIM MESQUITA,,-30.015633,-51.161321
6510,,JARDIM FLORESTA CONSELHEIRO D'AVILA,,-29.999582,-51.156505
4740,,RUBEM BERTA MARTIM FELIX BERTA,,-30.019492,-51.107284
3691,,SAO JOAO EDU CHAVES,,-29.996737,-51.188217
4722,,RUBEM BERTA MARTIM FELIX BERTA,,-30.023784,-51.107724
6586,,NONOAI SANTA FLORA,,-30.09124,-51.228868
5513,,SAO JOSE CLEMENTE PEREIRA,,-30.070413,-51.162427
5514,,SAO JOSE CLEMENTE PEREIRA,,-30.0705,-51.162068
5627,,SAO JOSE CLEMENTE PEREIRA,,-30.070764,-51.164356
5511,,SAO JOSE CLEMENTE PEREIRA,,-30.070945,-51.165495
5510,,SAO JOSE CLEMENTE PEREIRA,,-30.070863,-51.165444
5512,,SAO JOSE CLEMENTE PEREIRA,,-30.070713,-51.164463
5508,,SAO JOSE CLEMENTE PEREIRA,,-30.071092,-51.167432
5509,,SAO JOSE CLEMENTE PEREIRA,,-30.071154,-51.167362
3174,,JARDIM CARVALHO ANTONIO CARVALHO,,-30.056166,-51.147554
2989,,BOM JESUS SAO LUCAS,,-30.044908,-51.167124
2990,,BOM JESUS SAO LUCAS,,-30.043608,-51.167078
3155,,JARDIM CARVALHO ANTONIO CARVALHO,,-30.063315,-51.149626
2991,,BOM JESUS SAO LUCAS,,-30.043566,-51.166992
2674,,VILA SAO JOSE JUAREZ TAVORA,,-30.065709,-51.173854
2675,,VILA SAO JOSE JUAREZ TAVORA,,-30.065971,-51.173887
2706,,VILA SAO JOSE JUAREZ TAVORA,,-30.06465,-51.173788
5747,,VILA SAO JOSE MARECHAL MALLET,,-30.064628,-51.172079
2705,,VILA SAO JOSE JUAREZ TAVORA,,-30.064608,-51.173856
2709,,VILA SAO JOSE MARECHAL MALLET,,-30.064508,-51.171706
5097,,VILA SAO JOSE MARECHAL MALLET,,-30.064481,-51.173189
2661,,VILA SAO JOSE EUZEBIO SILVA,,-30.07507,-51.16975
2737,,VILA SAO JOSE SANTA TERESA VL SAO JOSE COMUNITARIA,,-30.077804,-51.160416
2741,,VILA SAO JSOE ERNESTO ARAUJO,,-30.075375,-51.161695
2677,,VL JOAO PESSOA ANGELO BARCELOS,,-30.066833,-51.172644
6307,,VL JOAO PESSOA ANGELO BARCELOS,,-30.066739,-51.172614
2742,,VILA SAO JOSE NOVE DE JUNHO,,-30.076825,-51.160135
2738,,VILA SAO JOSE VINTE CINCO DE JULHO VL S JOSE COM,,-30.076855,-51.161824
2744,,VILA SAO JOSE NOVE DE JUNHO,,-30.074825,-51.160593
2743,,VILA SAO JOSE NOVE DE JUNHO,,-30.075174,-51.160625
2750,,VILA SAO JOSE NOVE DE JUNHO,,-30.072848,-51.160982
5990,,VILA SAO JOSE NOVE DE JUNHO,,-30.071507,-51.161201
2751,,VILA SAO JOSE NOVE DE JUNHO,,-30.071296,-51.16115
2752,,VILA SAO JOSE NOVE DE JUNHO,,-30.069709,-51.161633
3675,,VILA SAO JOSE NOVE DE JUNHO,,-30.06956,-51.161582
2753,,VILA SAO JOSE NOVE DE JUNHO,,-30.072521,-51.160956
2755,,VILA SAO JOSE NOVE DE JUNHO,,-30.068038,-51.161824
519,,VILA ASSUNCAO PEREIRA PASSOS,,-30.101586,-51.259096
509,,VILA ASSUNCAO PEREIRA PASSOS,,-30.099928,-51.264379
487,,TRISTEZA PROF CECILIA CORSEUIL,,-30.117112,-51.256344
2669,,VILA JOAO PESSOA LUIZ MOSCHETTI,,-30.073282,-51.17422
2647,,VL JOAO PESSOA DR MANOEL JOSE LOPES FERNANDES,,-30.075254,-51.174376
2654,,VL JOAO PESSOA TEN CASTELO,,-30.074626,-51.173246
6585,,JARDIM ITU SABARA TEN ARY TARRAGO,,-30.039363,-51.13556
3749,,HUMAITA ENG ALEXANDRE MARTINS DA ROSA,,-29.977775,-51.183897
3228,,JARDIM SABARÁ PROTASIO ALVES,,-30.041752,-51.148439
1189,,VILA NOVA TRES MENINAS,,-30.118659,-51.199378
6584,,VILA NOVA TRES MENINAS,,-30.118708,-51.200387
6283,,VILA NOVA TRES MENINAS,,-30.118731,-51.199272
3884,,CRISTO REDENTOR EDMUNDO BASTIAN,,-30.004161,-51.159343
5507,,SAO JOSE SANTA MARIA,,-30.064571,-51.167134
6408,,SANTA TEREZA FRANCISCO MASSENA VIEIRA,,-30.072712,-51.21941
